chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name	closest feature	distance	within bflag	go=peroxisome organization
chr1	89820592	89822193	1602	89821241	1933	4072.7	292.775	4066.96	HEK293Ts4peaks_peak_213	LRRC8D	0.3605	1.0	
chr1	90329705	90330263	559	90329943	80	76.519	17.3122	72.7668	HEK293Ts4peaks_peak_214	ENSG00000287372	70.997		
chr1	91387246	91387519	274	91387386	138	44.5336	4.29874	40.9503	HEK293Ts4peaks_peak_215	HFM1	17.3525		
chr1	91651728	91652197	470	91651780	16	6.72318	3.77476	3.72697	HEK293Ts4peaks_peak_216	HSP90B3P	9.4465		
chr1	91890777	91891243	467	91891014	40	26.4169	8.15249	22.9795	HEK293Ts4peaks_peak_217	TGFBR3	4.859		
chr1	92298680	92299254	575	92298953	58	45.1384	11.3367	41.5511	HEK293Ts4peaks_peak_218	GLMN	0.02	1.0	
chr1	92783485	92783938	454	92783748	39	25.5451	8.00945	22.1169	HEK293Ts4peaks_peak_219	EVI5	0.6165	1.0	
chr1	94247516	94247800	285	94247619	30	8.88328	3.32855	5.77038	HEK293Ts4peaks_peak_220	ARHGAP29-AS1	0.161	1.0	
chr1	94580475	94580813	339	94580650	32	20.9084	7.53486	17.5322	HEK293Ts4peaks_peak_221	ENSG00000223675	11.653		
chr1	95003344	95003744	401	95003548	37	26.0499	8.6765	22.6161	HEK293Ts4peaks_peak_222	ALG14	23.659		
chr1	95066195	95066515	321	95066309	26	15.1696	6.16488	11.8815	HEK293Ts4peaks_peak_223	ALG14-AS1	4.759		
chr1	95086192	95087788	1597	95087205	714	1355.46	163.255	1350.61	HEK293Ts4peaks_peak_224	ALG14	14.039		
chr1	95167521	95169389	1869	95168668	537	924.754	111.227	920.131	HEK293Ts4peaks_peak_225	TLCD4-RWDD3	17.078		
chr1	98541247	98541867	621	98541615	105	97.1139	17.3318	93.2906	HEK293Ts4peaks_peak_226	ENSG00000280040	119.502		
chr1	99322109	99322432	324	99322260	21	10.8149	5.02324	7.6298	HEK293Ts4peaks_peak_227	PLPPR4	23.4065		
chr1	100266123	100266526	404	100266412	20	6.92945	3.43366	3.92002	HEK293Ts4peaks_peak_228	RTCA	0.0355	1.0	
chr1	103189490	103190359	870	103189888	152	163.044	25.0167	159.079	HEK293Ts4peaks_peak_229	COL11A1	81.0525		
chr1	103717553	103717897	345	103717607	19	4.89247	2.70457	2.07107	HEK293Ts4peaks_peak_230	AMYP1	4.002		
chr1	103748501	103748923	423	103748727	22	6.42418	3.07419	3.44802	HEK293Ts4peaks_peak_231	AMY1C	0.942	1.0	
chr1	105199143	105200167	1025	105199545	126	147.768	28.9978	143.83	HEK293Ts4peaks_peak_232	ENSG00000285981	167.29		
chr1	105726031	105726363	333	105726141	29	14.7724	5.47802	11.4931	HEK293Ts4peaks_peak_233	SEPTIN2P1	28.158		
chr1	105911453	105911955	503	105911750	38	25.1568	8.06294	21.7323	HEK293Ts4peaks_peak_234	ENSG00000232952	19.965		
chr1	107570508	107570992	485	107570744	35	14.7383	4.70168	11.4601	HEK293Ts4peaks_peak_235	NDUFA4P1	65.547		
chr1	108746592	108746996	405	108746714	27	15.1835	5.98447	11.895	HEK293Ts4peaks_peak_236	STXBP3	0.112	1.0	
chr1	108876923	108877254	332	108877033	23	10.5706	4.61156	7.39701	HEK293Ts4peaks_peak_237	GPSM2	0.0465	1.0	
chr1	108968493	108969607	1115	108969135	210	242.46	31.2342	238.383	HEK293Ts4peaks_peak_238	CLCC1	5.523		
chr1	109484762	109485471	710	109485364	19	4.32395	2.4893	1.58546	HEK293Ts4peaks_peak_239	ATXN7L2	0.4295	1.0	
chr1	109485836	109488898	3063	109487056	1501	3019.65	233.572	3014.18	HEK293Ts4peaks_peak_240	ATXN7L2	1.821		
chr1	109656062	109656528	467	109656142	24	9.59513	4.08769	6.45299	HEK293Ts4peaks_peak_241	GSTM4	0.041	1.0	
chr1	109740204	109740525	322	109740264	15	4.43888	2.79239	1.68942	HEK293Ts4peaks_peak_242	GSTM3	0.0375	1.0	
chr1	110320080	110320500	421	110320231	24	13.3765	5.70823	10.1249	HEK293Ts4peaks_peak_243	RBM15	18.216		
chr1	110339386	110340736	1351	110340263	350	558.467	80.1435	554.091	HEK293Ts4peaks_peak_244	RBM15	0.595	1.0	
chr1	111619705	111620150	446	111619930	26	9.91549	3.99679	6.76342	HEK293Ts4peaks_peak_245	RAP1A	0.1385	1.0	
chr1	111739340	111739629	290	111739448	19	8.35237	4.16545	5.26281	HEK293Ts4peaks_peak_246	INKA2	0.0815	1.0	
chr1	111988560	111991607	3048	111990328	863	1593.99	154.57	1589.03	HEK293Ts4peaks_peak_247	LINC01750	0.2125	1.0	
chr1	112396251	112396732	482	112396420	33	16.1817	5.43531	12.8757	HEK293Ts4peaks_peak_248	CTTNBP2NL	0.0275	1.0	
chr1	112639916	112640296	381	112640026	27	5.98499	2.64342	3.04683	HEK293Ts4peaks_peak_249	RNU7-70P	5.322		
chr1	112898808	112899294	487	112898883	34	7.15452	2.66153	4.12769	HEK293Ts4peaks_peak_250	ENSG00000228040	8.129		
chr1	113069985	113070269	285	113070071	33	4.92977	2.16446	2.10014	HEK293Ts4peaks_peak_251	LRIG2-DT	2.986		
chr1	113436667	113437269	603	113436941	91	94.8903	21.0063	91.073	HEK293Ts4peaks_peak_252	ENSG00000232499	12.732		
chr1	113855836	113856406	571	113856095	96	102.135	22.1479	98.2977	HEK293Ts4peaks_peak_253	AP4B1-AS1	0.514	1.0	
chr1	114808794	114809120	327	114808909	30	18.9395	7.0782	15.5902	HEK293Ts4peaks_peak_254	NR1H5P	28.27		
chr1	115976327	115976732	406	115976559	30	12.3891	4.45651	9.1633	HEK293Ts4peaks_peak_255	SLC22A15	0.0165	1.0	
chr1	116667586	116667889	304	116667798	15	4.71991	2.92161	1.93174	HEK293Ts4peaks_peak_256	IGSF3	0.0045	1.0	
chr1	117264786	117265225	440	117265019	30	18.688	6.96466	15.3429	HEK293Ts4peaks_peak_257	LINC01525	7.1765		
chr1	117429427	117429782	356	117429578	35	4.9381	2.11924	2.1071	HEK293Ts4peaks_peak_258	MAN1A2	9.0075		
chr1	117698341	117698621	281	117698596	13	4.89523	3.19661	2.07107	HEK293Ts4peaks_peak_259	ENSG00000270719	1.761		
chr1	119139668	119141456	1789	119140315	905	1647.5	148.138	1642.51	HEK293Ts4peaks_peak_260	WARS2-AS1	0.026	1.0	
chr1	119327888	119328253	366	119328114	25	11.5473	4.74762	8.34361	HEK293Ts4peaks_peak_261	ENSG00000227712	0.1555	1.0	
chr1	120341743	120342350	608	120341981	33	18.2234	6.20842	14.8842	HEK293Ts4peaks_peak_262	ENSG00000290569	0.1755	1.0	
chr1	120348821	120349133	313	120348911	16	6.93887	3.88159	3.92167	HEK293Ts4peaks_peak_263	U1	6.01		
chr1	120558620	120558997	378	120558902	13	4.49867	2.99224	1.7401	HEK293Ts4peaks_peak_264	ENSG00000290999	10.4515		
chr1	121097259	121097904	646	121097510	25	7.50346	3.23609	4.45888	HEK293Ts4peaks_peak_265	ENSG00000233029	0.0735	1.0	
chr1	121587919	121588332	414	121588097	43	30.357	9.09665	26.8834	HEK293Ts4peaks_peak_266	LINC01691	7.6015		
chr1	121743359	121743662	304	121743500	119	17.7297	2.45089	14.3993	HEK293Ts4peaks_peak_267	LINC01691	162.9865		
chr1	121745772	121746091	320	121745912	44	13.8491	3.74413	10.5896	HEK293Ts4peaks_peak_268	LINC01691	165.4075		
chr1	121755114	121755390	277	121755244	54	9.69172	2.56247	6.5473	HEK293Ts4peaks_peak_269	LINC01691	174.728		
chr1	121767517	121767791	275	121767656	241	37.8261	2.59973	34.2909	HEK293Ts4peaks_peak_270	LINC01691	187.13		
chr1	121775161	121775634	474	121775434	247	25.9627	2.12424	22.5316	HEK293Ts4peaks_peak_271	LINC01691	194.8735		
chr1	121857449	121857792	344	121857725	49	7.6019	2.32952	4.55126	HEK293Ts4peaks_peak_272	LINC01691	277.0965		
chr1	121886639	121886917	279	121886819	37	6.53698	2.41911	3.55273	HEK293Ts4peaks_peak_273	LINC01691	306.254		
chr1	121964133	121964466	334	121964301	18	8.17817	4.21885	5.09706	HEK293Ts4peaks_peak_274	LINC01691	383.7755		
chr1	122263414	122263792	379	122263601	68	15.8636	3.12172	12.5642	HEK293Ts4peaks_peak_275	LINC01691	683.079		
chr1	122396017	122396341	325	122396167	30	6.88548	2.76001	3.87928	HEK293Ts4peaks_peak_276	LINC01691	815.655		
chr1	122403306	122403579	274	122403530	48	6.82215	2.21688	3.82157	HEK293Ts4peaks_peak_277	LINC01691	822.9185		
chr1	122473139	122473427	289	122473323	25	6.14488	2.79168	3.19456	HEK293Ts4peaks_peak_278	LINC01691	892.759		
chr1	122478016	122478289	274	122478193	50	8.89446	2.52666	5.78126	HEK293Ts4peaks_peak_279	LINC01691	897.6285		
chr1	122518038	122518367	330	122518153	38	8.53132	2.82818	5.43168	HEK293Ts4peaks_peak_280	LINC01691	937.6785		
chr1	122524587	122525010	424	122524736	358	43.9264	2.30488	40.3474	HEK293Ts4peaks_peak_281	LINC01691	944.2745		
chr1	122553673	122553990	318	122553875	152	17.2959	2.16394	13.9722	HEK293Ts4peaks_peak_282	LINC01691	973.3075		
chr1	122582823	122583158	336	122582952	39	13.6151	4.01894	10.3595	HEK293Ts4peaks_peak_283	LINC01691	1002.4665		
chr1	122603042	122603343	302	122603043	47	4.31264	1.8059	1.5762	HEK293Ts4peaks_peak_284	LINC01691	1022.6685		
chr1	122644785	122645174	390	122645028	213	28.263	2.36389	24.8075	HEK293Ts4peaks_peak_285	LINC01691	1064.4555		
chr1	122652808	122653340	533	122653026	58	12.0445	2.83324	8.82669	HEK293Ts4peaks_peak_286	LINC01691	1072.55		
chr1	122669955	122670236	282	122670115	66	15.959	3.19496	12.6584	HEK293Ts4peaks_peak_287	LINC01691	1089.5715		
chr1	122675029	122675367	339	122675048	34	7.15452	2.66153	4.12769	HEK293Ts4peaks_peak_288	LINC01691	1094.674		
chr1	122701101	122701382	282	122701156	27	4.99028	2.35862	2.15314	HEK293Ts4peaks_peak_289	LINC01691	1120.7175		
chr1	122722506	122722781	276	122722712	43	7.27975	2.40882	4.24541	HEK293Ts4peaks_peak_290	LINC01691	1142.1195		
chr1	122800757	122801067	311	122800779	36	6.11819	2.35545	3.17012	HEK293Ts4peaks_peak_291	LINC01691	1220.388		
chr1	122806104	122806424	321	122806207	71	13.342	2.70884	10.0938	HEK293Ts4peaks_peak_292	LINC01691	1225.74		
chr1	122825845	122826172	328	122826096	99	13.5293	2.31447	10.2749	HEK293Ts4peaks_peak_293	LINC01691	1245.4845		
chr1	122835085	122835430	346	122835346	43	16.3307	4.42084	13.0227	HEK293Ts4peaks_peak_294	LINC01691	1254.7335		
chr1	122845587	122845920	334	122845783	16	6.93887	3.88159	3.92167	HEK293Ts4peaks_peak_295	LINC01691	1265.2295		
chr1	122888623	122889556	934	122889428	149	15.3275	2.06546	12.0375	HEK293Ts4peaks_peak_296	LINC01691	1308.5655		
chr1	122890040	122890406	367	122890137	101	21.0289	2.9778	17.6511	HEK293Ts4peaks_peak_297	LINC01691	1309.699		
chr1	122933893	122934218	326	122934121	31	8.01734	3.02105	4.94224	HEK293Ts4peaks_peak_298	LINC01691	1353.5315		
chr1	122998478	122998805	328	122998762	35	4.9381	2.11924	2.1071	HEK293Ts4peaks_peak_299	LINC01691	1418.1175		
chr1	123049309	123049612	304	123049420	147	29.155	2.94582	25.6926	HEK293Ts4peaks_peak_300	LINC01691	1468.9365		
chr1	123153349	123153675	327	123153463	66	14.8355	3.03124	11.5554	HEK293Ts4peaks_peak_301	LINC01691	1572.988		
chr1	123156281	123156633	353	123156400	44	10.9993	3.11865	7.80939	HEK293Ts4peaks_peak_302	LINC01691	1575.933		
chr1	123164947	123165281	335	123164984	26	5.01887	2.40388	2.17676	HEK293Ts4peaks_peak_303	LINC01691	1584.59		
chr1	123176866	123177188	323	123177097	81	11.702	2.35004	8.49172	HEK293Ts4peaks_peak_304	LINC01691	1596.503		
chr1	123213321	123213647	327	123213430	83	14.7439	2.65021	11.4657	HEK293Ts4peaks_peak_305	LINC01691	1632.96		
chr1	123225653	123225985	333	123225843	75	11.3701	2.39781	8.17109	HEK293Ts4peaks_peak_306	LINC01691	1645.295		
chr1	123234709	123234988	280	123234855	92	23.3773	3.41672	19.973	HEK293Ts4peaks_peak_307	LINC01691	1654.3245		
chr1	123260871	123261283	413	123261221	19	5.54765	2.96059	2.64481	HEK293Ts4peaks_peak_308	LINC01691	1680.553		
chr1	123311391	123311742	352	123311537	114	46.5061	5.35788	42.9099	HEK293Ts4peaks_peak_309	LINC01691	1731.0425		
chr1	123432394	123432682	289	123432587	115	16.1489	2.36919	12.8435	HEK293Ts4peaks_peak_310	LINC01691	1852.014		
chr1	123510811	123511112	302	123510950	298	46.4175	2.60387	42.8217	HEK293Ts4peaks_peak_311	LINC01691	1930.4375		
chr1	123525802	123526108	307	123525877	42	10.5929	3.11824	7.41806	HEK293Ts4peaks_peak_312	LINC01691	1945.431		
chr1	123535600	123535887	288	123535692	90	15.8922	2.65666	12.5924	HEK293Ts4peaks_peak_313	LINC01691	1955.2195		
chr1	123558127	123558405	279	123558259	297	40.8682	2.43259	37.3099	HEK293Ts4peaks_peak_314	LINC01691	1977.742		
chr1	123564104	123564414	311	123564401	26	4.16273	2.15813	1.4818	HEK293Ts4peaks_peak_315	LINC01691	1983.735		
chr1	123589792	123590221	430	123589869	14	5.54986	3.42494	2.64481	HEK293Ts4peaks_peak_316	LINC01691	2009.4825		
chr1	123605326	123605736	411	123605406	26	7.33721	3.11279	4.29925	HEK293Ts4peaks_peak_317	LINC01691	2025.007		
chr1	123615402	123615734	333	123615623	39	12.6857	3.77631	9.45062	HEK293Ts4peaks_peak_318	LINC01691	2035.044		
chr1	123641764	123642086	323	123641915	72	33.1154	5.83495	29.6172	HEK293Ts4peaks_peak_319	LINC01691	2061.401		
chr1	123650772	123651066	295	123650843	40	12.4397	3.65033	9.21305	HEK293Ts4peaks_peak_320	LINC01691	2070.395		
chr1	123665188	123665485	298	123665261	43	6.45006	2.25119	3.47165	HEK293Ts4peaks_peak_321	LINC01691	2084.8125		
chr1	123679169	123679503	335	123679208	73	6.40208	1.84959	3.42672	HEK293Ts4peaks_peak_322	LINC01691	2098.812		
chr1	123719024	123719313	290	123719148	42	13.6827	3.8284	10.4261	HEK293Ts4peaks_peak_323	LINC01691	2138.6445		
chr1	123856561	123856860	300	123856718	227	40.3594	2.79495	36.8054	HEK293Ts4peaks_peak_324	LINC01691	2276.1865		
chr1	123872581	123872894	314	123872708	91	15.8488	2.63663	12.5496	HEK293Ts4peaks_peak_325	LINC01691	2292.2135		
chr1	123883618	123883894	277	123883713	110	15.8036	2.39204	12.5054	HEK293Ts4peaks_peak_326	LINC01691	2303.232		
chr1	123926086	123926644	559	123926362	71	10.6024	2.36713	7.42695	HEK293Ts4peaks_peak_327	LINC01691	2345.841		
chr1	123950085	123950359	275	123950181	55	11.7157	2.86515	8.50522	HEK293Ts4peaks_peak_328	LINC01691	2369.698		
chr1	123970734	123971007	274	123970844	55	14.2418	3.29659	10.9748	HEK293Ts4peaks_peak_329	LINC01691	2390.3465		
chr1	123973277	123973684	408	123973372	40	10.1864	3.1178	7.02306	HEK293Ts4peaks_peak_330	LINC01691	2392.9565		
chr1	124054548	124054864	317	124054750	175	29.5632	2.6834	26.0958	HEK293Ts4peaks_peak_331	LINC01691	2474.182		
chr1	124061867	124062170	304	124061974	131	26.5015	2.96727	23.0635	HEK293Ts4peaks_peak_332	LINC01691	2481.4945		
chr1	124063237	124063527	291	124063405	25	8.68146	3.6459	5.57549	HEK293Ts4peaks_peak_333	LINC01691	2482.858		
chr1	124098550	124098921	372	124098797	97	7.90004	1.83389	4.83155	HEK293Ts4peaks_peak_334	LINC01691	2518.2115		
chr1	124131448	124131761	314	124131644	72	17.993	3.30269	14.6572	HEK293Ts4peaks_peak_335	LINC01691	2551.0805		
chr1	124156112	124156474	363	124156200	49	9.42434	2.6447	6.28828	HEK293Ts4peaks_peak_336	LINC01691	2575.769		
chr1	124209086	124209389	304	124209133	32	8.51325	3.10299	5.41399	HEK293Ts4peaks_peak_337	LINC01691	2628.7135		
chr1	124250705	124250992	288	124250771	41	13.0562	3.73937	9.81352	HEK293Ts4peaks_peak_338	LINC01691	2670.3245		
chr1	124259992	124260309	318	124260106	28	7.74447	3.1138	4.68186	HEK293Ts4peaks_peak_339	LINC01691	2679.6265		
chr1	124262041	124262337	297	124262148	47	11.2852	3.05571	8.08916	HEK293Ts4peaks_peak_340	LINC01691	2681.665		
chr1	124268002	124268298	297	124268086	91	19.5956	3.02467	16.2378	HEK293Ts4peaks_peak_341	LINC01691	2687.626		
chr1	124380241	124380577	337	124380367	33	7.23765	2.72179	4.20539	HEK293Ts4peaks_peak_342	LINC01691	2799.885		
chr1	124390087	124390393	307	124390311	23	5.72886	2.76693	2.81001	HEK293Ts4peaks_peak_343	LINC01691	2809.716		
chr1	124397171	124397507	337	124397346	92	29.022	4.08923	25.5605	HEK293Ts4peaks_peak_344	LINC01691	2816.815		
chr1	124407438	124407808	371	124407726	27	7.90473	3.22808	4.83514	HEK293Ts4peaks_peak_345	LINC01691	2827.099		
chr1	124418800	124419188	389	124418898	35	8.21015	2.87751	5.12825	HEK293Ts4peaks_peak_346	LINC01691	2838.47		
chr1	124437241	124437513	273	124437359	229	36.8618	2.63365	33.3341	HEK293Ts4peaks_peak_347	LINC01691	2856.853		
chr1	124438101	124438377	277	124438221	121	21.3145	2.70361	17.9337	HEK293Ts4peaks_peak_348	LINC01691	2857.715		
chr1	124450261	124450548	288	124450476	51	10.3504	2.75049	7.18161	HEK293Ts4peaks_peak_349	LINC01691	2869.8805		
chr1	124457050	124457616	567	124457164	48	10.0119	2.77987	6.85343	HEK293Ts4peaks_peak_350	LINC01691	2876.809		
chr1	124460757	124461115	359	124460873	46	8.0986	2.48602	5.02034	HEK293Ts4peaks_peak_351	LINC01691	2880.412		
chr1	124485734	124486077	344	124486072	54	4.79134	1.80823	1.997	HEK293Ts4peaks_peak_352	LINC01691	2905.3815		
chr1	124498793	124499351	559	124499211	116	5.4058	1.54312	2.52765	HEK293Ts4peaks_peak_353	LINC01691	2918.548		
chr1	124570337	124570634	298	124570516	67	8.01415	2.10298	4.93974	HEK293Ts4peaks_peak_354	LINC01691	2989.9615		
chr1	124579364	124579668	305	124579556	18	6.85186	3.60231	3.84845	HEK293Ts4peaks_peak_355	LINC01691	2998.992		
chr1	124596926	124597273	348	124597150	88	29.2691	4.27387	25.8058	HEK293Ts4peaks_peak_356	LINC01691	3016.5755		
chr1	124603720	124604045	326	124603796	88	4.99465	1.60776	2.15721	HEK293Ts4peaks_peak_357	LINC01691	3023.3585		
chr1	124648493	124648916	424	124648681	41	8.86101	2.78722	5.74885	HEK293Ts4peaks_peak_358	LINC01691	3068.1805		
chr1	124653493	124653871	379	124653594	65	9.45765	2.31594	6.32064	HEK293Ts4peaks_peak_359	LINC01691	3073.158		
chr1	124664979	124665302	324	124665073	40	6.90836	2.41357	3.90108	HEK293Ts4peaks_peak_360	LINC01691	3084.6165		
chr1	124673070	124673353	284	124673209	381	72.6851	2.96358	68.948	HEK293Ts4peaks_peak_361	LINC01691	3092.6875		
chr1	124690455	124690730	276	124690602	62	20.0157	4.01062	16.6512	HEK293Ts4peaks_peak_362	LINC01691	3110.0685		
chr1	124727288	124727643	356	124727512	152	19.4107	2.28811	16.0549	HEK293Ts4peaks_peak_363	LINC01691	3146.9415		
chr1	124736065	124736360	296	124736186	79	10.5552	2.25146	7.3824	HEK293Ts4peaks_peak_364	LINC01691	3155.6885		
chr1	124739317	124739691	375	124739472	152	56.9476	4.99912	53.2871	HEK293Ts4peaks_peak_365	LINC01691	3158.98		
chr1	124741210	124741518	309	124741422	278	34.4296	2.30152	30.9209	HEK293Ts4peaks_peak_366	LINC01691	3160.84		
chr1	124757584	124757878	295	124757719	296	56.5168	2.94758	52.8589	HEK293Ts4peaks_peak_367	LINC01691	3177.207		
chr1	124782059	124782334	276	124782234	100	9.29281	1.93638	6.1612	HEK293Ts4peaks_peak_368	LINC01691	3201.6725		
chr1	124804436	124804791	356	124804504	112	13.5459	2.19333	10.2913	HEK293Ts4peaks_peak_369	LINC01691	3224.0895		
chr1	124856933	124857219	287	124857137	63	9.89273	2.40786	6.7419	HEK293Ts4peaks_peak_370	LINC01691	3276.552		
chr1	124893782	124894260	479	124894091	53	6.1798	2.03163	3.22735	HEK293Ts4peaks_peak_371	LINC01691	3313.497		
chr1	124908762	124909068	307	124908884	107	12.4776	2.14965	9.25025	HEK293Ts4peaks_peak_372	LINC01691	3328.391		
chr1	124913913	124914200	288	124914117	54	8.78366	2.41836	5.67385	HEK293Ts4peaks_peak_373	LINC01691	3333.5325		
chr1	124925756	124926054	299	124925860	115	23.8527	2.9951	20.4431	HEK293Ts4peaks_peak_374	LINC01691	3345.381		
chr1	125167770	125168279	510	125167838	149	11.4921	1.83878	8.2902	HEK293Ts4peaks_peak_375	LINC01691	3587.5005		
chr1	125178927	125179319	393	125179151	3739	178.125	1.65651	174.137	HEK293Ts4peaks_peak_376	LINC01691	3598.599		
chr1	125179644	125180608	965	125180310	8648	164.056	1.36194	160.09	HEK293Ts4peaks_peak_377	LINC01691	3599.602		
chr1	125182202	125182695	494	125182545	5575	264.308	1.65594	260.205	HEK293Ts4peaks_peak_378	LINC01691	3601.9245		
chr1	143184867	143185407	541	143185216	1638	139.048	1.99677	135.126	HEK293Ts4peaks_peak_379	ENSG00000276118	158.043		
chr1	143186937	143187358	422	143187236	263	31.1568	2.24897	27.676	HEK293Ts4peaks_peak_380	ENSG00000276118	156.0325		
chr1	143192242	143193843	1602	143193122	1165	43.1662	1.54315	39.5919	HEK293Ts4peaks_peak_381	ENSG00000276118	150.1375		
chr1	143194928	143195275	348	143195089	1088	136.974	2.36989	133.056	HEK293Ts4peaks_peak_382	ENSG00000276118	148.0785		
chr1	143200207	143200825	619	143200342	466	32.6841	1.83686	29.189	HEK293Ts4peaks_peak_383	ENSG00000276118	142.664		
chr1	143202500	143202838	339	143202683	3836	475.711	2.36637	471.404	HEK293Ts4peaks_peak_384	ENSG00000276118	140.511		
chr1	143213011	143213319	309	143213201	3731	319.672	2.0106	315.509	HEK293Ts4peaks_peak_385	ENSG00000276118	130.015		
chr1	143214298	143214843	546	143214681	4178	188.135	1.63186	184.131	HEK293Ts4peaks_peak_386	ENSG00000276118	128.6095		
chr1	143217235	143217827	593	143217530	2595	102.762	1.57615	98.9226	HEK293Ts4peaks_peak_387	ENSG00000276118	125.649		
chr1	143219686	143219965	280	143219827	1749	150.268	2.00691	146.325	HEK293Ts4peaks_peak_388	ENSG00000276118	123.3545		
chr1	143222119	143222787	669	143222229	565	44.1905	1.91623	40.61	HEK293Ts4peaks_peak_389	ENSG00000276118	120.727		
chr1	143230178	143230458	281	143230362	689	49.1591	1.85851	45.5447	HEK293Ts4peaks_peak_390	ENSG00000276118	112.862		
chr1	143231313	143231595	283	143231452	1676	187.579	2.24604	183.576	HEK293Ts4peaks_peak_391	ENSG00000276118	111.726		
chr1	143232877	143233256	380	143233066	4783	468.874	2.12554	464.573	HEK293Ts4peaks_peak_392	ENSG00000276118	110.1135		
chr1	143239452	143239873	422	143239549	1513	87.5495	1.74651	83.7564	HEK293Ts4peaks_peak_393	ENSG00000276118	103.5175		
chr1	143245506	143245916	411	143245748	166	19.1131	2.18415	15.761	HEK293Ts4peaks_peak_394	ENSG00000276118	97.469		
chr1	143247054	143247417	364	143247288	591	45.5155	1.90652	41.9252	HEK293Ts4peaks_peak_395	ENSG00000276118	95.9445		
chr1	143249767	143250116	350	143249958	1039	104.96	2.13828	101.115	HEK293Ts4peaks_peak_396	ENSG00000276118	93.2385		
chr1	143251649	143252111	463	143251983	713	40.2443	1.72152	36.6914	HEK293Ts4peaks_peak_397	ENSG00000276118	91.3		
chr1	143252892	143253177	286	143253073	2758	166.269	1.77432	162.299	HEK293Ts4peaks_peak_398	ENSG00000276118	90.1455		
chr1	143254537	143255038	502	143254851	2170	126.709	1.75486	122.812	HEK293Ts4peaks_peak_399	ENSG00000276118	88.3925		
chr1	143255511	143256031	521	143255628	912	37.8528	1.58358	34.3175	HEK293Ts4peaks_peak_400	ENSG00000276118	87.409		
chr1	143262115	143262928	814	143262736	2525	232.364	2.06638	228.299	HEK293Ts4peaks_peak_401	ENSG00000276118	80.6585		
chr1	143264477	143264756	280	143264621	1258	140.981	2.24343	137.055	HEK293Ts4peaks_peak_402	ENSG00000276118	78.5635		
chr1	143601911	143602211	301	143602017	14	5.11727	3.20597	2.2676	HEK293Ts4peaks_peak_403	PFN1P12	17.933		
chr1	144102228	144102605	378	144102475	115	14.6261	2.25156	11.3501	HEK293Ts4peaks_peak_404	IGKV1OR1-1	16.7885		
chr1	144104212	144104666	455	144104347	184	9.59762	1.62923	6.45533	HEK293Ts4peaks_peak_405	IGKV1OR1-1	18.811		
chr1	144249445	144250002	558	144249587	22	7.27914	3.39186	4.24496	HEK293Ts4peaks_peak_406	LINC02802	0.5555	1.0	
chr1	144914156	144914574	419	144914348	23	12.2258	5.34988	9.0038	HEK293Ts4peaks_peak_407	SRGAP2B	41.081		
chr1	145052144	145052422	279	145052216	16	6.93887	3.88159	3.92167	HEK293Ts4peaks_peak_408	SRGAP2B	42.682		
chr1	145065258	145065722	465	145065408	50	37.9498	10.5069	34.4138	HEK293Ts4peaks_peak_409	SRGAP2B	29.475		
chr1	145767941	145768533	593	145768380	20	9.99798	4.79491	6.83974	HEK293Ts4peaks_peak_410	RNF115	5.606		
chr1	145859122	145859993	872	145859740	23	10.0295	4.38241	6.8698	HEK293Ts4peaks_peak_411	PIAS3	0.1875	1.0	
chr1	145928533	145928875	343	145928694	45	21.753	5.72538	18.3676	HEK293Ts4peaks_peak_412	RBM8A	1.026		
chr1	146722443	146722827	385	146722739	21	7.62066	3.61829	4.56892	HEK293Ts4peaks_peak_413	ENSG00000290557	20.525		
chr1	146737320	146737786	467	146737520	26	15.1696	6.16488	11.8815	HEK293Ts4peaks_peak_414	ENSG00000290557	5.607		
chr1	146989707	146989985	279	146989726	73	5.66988	1.76496	2.75873	HEK293Ts4peaks_peak_415	ENSG00000234225	13.338		
chr1	147233461	147233751	291	147233540	16	5.30746	3.10421	2.44074	HEK293Ts4peaks_peak_416	FMO5	7.733		
chr1	147950058	147950827	770	147950141	21	5.31147	2.73823	2.44287	HEK293Ts4peaks_peak_417	GPR89B	2.9905		
